Orthogroup	uniProt.taxonomy_id_500485	53503-Pc.singCopy
OG0002717	Pc20g01300	53503-Pc.00g005850.m01.polypeptide.OG0003815
OG0002718	Pc20g01270	53503-Pc.00g005820.m01.polypeptide.OG0003817
OG0002719	Pc12g00660	53503-Pc.00g002260.m01.polypeptide.OG0003818
OG0002720	Pc12g00620	53503-Pc.00g002230.m01.polypeptide.OG0003820
OG0002721	Pc12g00600	53503-Pc.00g002210.m01.polypeptide.OG0003821
OG0002722	Pc12g00580	53503-Pc.00g002190.m01.polypeptide.OG0003822
OG0002723	Pc12g00560	53503-Pc.00g002180.m01.polypeptide.OG0003823
OG0002724	Pc12g00550	53503-Pc.00g002170.m01.polypeptide.OG0003824
OG0002725	Pc12g00540	53503-Pc.00g002160.m01.polypeptide.OG0003825
OG0002726	Pc12g00530	53503-Pc.00g002150.m01.polypeptide.OG0003826
OG0002727	Pc12g00460	53503-Pc.00g002100.m01.polypeptide.OG0003827
OG0002728	Pc20g12210	53503-Pc.00g021320.m01.polypeptide.OG0003828
OG0002729	Pc20g12180	53503-Pc.00g021310.m01.polypeptide.OG0003829
OG0002730	Pc20g12170	53503-Pc.00g021300.m01.polypeptide.OG0003830
OG0002731	Pc20g12080	53503-Pc.00g021230.m01.polypeptide.OG0003832
OG0002732	Pc20g12070	53503-Pc.00g021220.m01.polypeptide.OG0003833
OG0002733	Pc20g12060	53503-Pc.00g021210.m01.polypeptide.OG0003834
OG0002734	Pc20g12050	53503-Pc.00g021200.m01.polypeptide.OG0003835
OG0002735	Pc20g12040	53503-Pc.00g021190.m01.polypeptide.OG0003836
OG0002736	Pc20g12240	53503-Pc.00g021330.m01.polypeptide.OG0003837
OG0002737	Pc20g12270	53503-Pc.00g094000.m01.polypeptide.OG0003838
OG0002738	Pc20g12310	53503-Pc.00g093980.m01.polypeptide.OG0003839
OG0002739	Pc20g12320	53503-Pc.00g093970.m01.polypeptide.OG0003840
OG0002740	Pc20g12340	53503-Pc.00g012900.m01.polypeptide.OG0003841
OG0002741	Pc20g12350	53503-Pc.00g012890.m01.polypeptide.OG0003842
OG0002742	Pc20g12410	53503-Pc.00g012860.m01.polypeptide.OG0003844
OG0002743	Pc20g12430	53503-Pc.00g012840.m01.polypeptide.OG0003845
OG0002744	Pc20g12440	53503-Pc.00g012830.m01.polypeptide.OG0003846
OG0002745	Pc20g12460	53503-Pc.00g012810.m01.polypeptide.OG0003847
OG0002746	Pc20g12480	53503-Pc.00g012790.m01.polypeptide.OG0003848
OG0002747	Pc20g12490	53503-Pc.00g012780.m01.polypeptide.OG0003849
OG0002748	Pc20g12530	53503-Pc.00g012750.m01.polypeptide.OG0003851
OG0002749	Pc20g12560	53503-Pc.00g012720.m01.polypeptide.OG0003852
OG0002750	Pc20g12570	53503-Pc.00g012710.m01.polypeptide.OG0003853
OG0002751	Pc20g12610	53503-Pc.00g012680.m01.polypeptide.OG0003857
OG0002752	Pc20g12630	53503-Pc.00g012660.m01.polypeptide.OG0003859
OG0002753	Pc13g05490	53503-Pc.00g063150.m01.polypeptide.OG0003860
OG0002754	Pc20g12720	53503-Pc.00g012580.m01.polypeptide.OG0003861
OG0002755	Pc20g12710	53503-Pc.00g012590.m01.polypeptide.OG0003862
OG0002756	Pc20g12700	53503-Pc.00g012600.m01.polypeptide.OG0003863
OG0002757	Pc13g05500	53503-Pc.00g063170.m01.polypeptide.OG0003864
OG0002758	Pc13g05560	53503-Pc.00g063210.m01.polypeptide.OG0003865
OG0002759	Pc13g05550	53503-Pc.00g063200.m01.polypeptide.OG0003866
OG0002760	Pc21g06160	53503-Pc.00g006740.m01.polypeptide.OG0003868
OG0002761	Pc21g06190	53503-Pc.00g006730.m01.polypeptide.OG0003869
OG0002762	Pc21g06220	53503-Pc.00g006700.m01.polypeptide.OG0003871
OG0002763	Pc21g06230	53503-Pc.00g006690.m01.polypeptide.OG0003872
OG0002764	Pc21g06240	53503-Pc.00g006680.m01.polypeptide.OG0003873
OG0002765	Pc21g06290	53503-Pc.00g006630.m01.polypeptide.OG0003874
OG0002766	Pc21g06310	53503-Pc.00g006610.m01.polypeptide.OG0003875
OG0002767	Pc21g06320	53503-Pc.00g006600.m01.polypeptide.OG0003876
OG0002768	Pc21g06330	53503-Pc.00g006590.m01.polypeptide.OG0003877
OG0002769	Pc21g06340	53503-Pc.00g006580.m01.polypeptide.OG0003878
OG0002770	Pc21g06350	53503-Pc.00g006570.m01.polypeptide.OG0003879
OG0002771	Pc16g07810	53503-Pc.00g027440.m01.polypeptide.OG0003881
OG0002772	Pc16g07800	53503-Pc.00g027430.m01.polypeptide.OG0003882
OG0002773	Pc22g23030	53503-Pc.00g008360.m01.polypeptide.OG0003884
OG0002774	Pc16g07740	53503-Pc.00g040980.m01.polypeptide.OG0003885
OG0002775	Pc16g07730	53503-Pc.00g040970.m01.polypeptide.OG0003886
OG0002776	PCH_Pc16g07700	53503-Pc.00g040950.m01.polypeptide.OG0003887
OG0002777	Pc16g07690	53503-Pc.00g040940.m01.polypeptide.OG0003888
OG0002778	Pc16g07650	53503-Pc.00g040910.m01.polypeptide.OG0003890
OG0002779	Pc24g01780	53503-Pc.00g040890.m01.polypeptide.OG0003891
OG0002780	Pc18g01010	53503-Pc.00g100830.m01.polypeptide.OG0003893
OG0002781	Pc18g00970	53503-Pc.00g068020.m01.polypeptide.OG0003894
OG0002782	Pc18g00960	53503-Pc.00g068030.m01.polypeptide.OG0003895
OG0002783	Pc18g00930	53503-Pc.00g068070.m01.polypeptide.OG0003896
OG0002784	Pc18g00910	53503-Pc.00g068090.m01.polypeptide.OG0003897
OG0002785	Pc18g00900	53503-Pc.00g068100.m01.polypeptide.OG0003898
OG0002786	Pc18g00880	53503-Pc.00g068110.m01.polypeptide.OG0003899
OG0002787	Pc18g00860	53503-Pc.00g068130.m01.polypeptide.OG0003900
OG0002788	Pc18g00830	53503-Pc.00g068160.m01.polypeptide.OG0003902
OG0002789	Pc13g01630	53503-Pc.00g080420.m01.polypeptide.OG0003905
OG0002790	Pc13g01640	53503-Pc.00g080410.m01.polypeptide.OG0003906
OG0002791	Pc13g01650	53503-Pc.00g091790.m01.polypeptide.OG0003907
OG0002792	Pc13g01660	53503-Pc.00g091780.m01.polypeptide.OG0003908
OG0002793	Pc13g01720	53503-Pc.00g091730.m01.polypeptide.OG0003909
OG0002794	Pc13g01690	53503-Pc.00g091750.m01.polypeptide.OG0003910
OG0002795	Pc16g07830	53503-Pc.00g027450.m01.polypeptide.OG0003911
OG0002796	Pc16g07840	53503-Pc.00g027460.m01.polypeptide.OG0003912
OG0002797	Pc16g07860	53503-Pc.00g027480.m01.polypeptide.OG0003913
OG0002798	Pc16g07890	53503-Pc.00g027500.m01.polypeptide.OG0003914
OG0002799	Pc16g07900	53503-Pc.00g027510.m01.polypeptide.OG0003915
OG0002800	Pc16g07930	53503-Pc.00g027530.m01.polypeptide.OG0003916
OG0002801	Pc16g07940	53503-Pc.00g027540.m01.polypeptide.OG0003917
OG0002802	Pc16g07950	53503-Pc.00g027550.m01.polypeptide.OG0003918
OG0002803	Pc16g07960	53503-Pc.00g027560.m01.polypeptide.OG0003919
OG0002804	Pc16g08320	53503-Pc.00g023340.m01.polypeptide.OG0003923
OG0002805	Pc16g08310	53503-Pc.00g023330.m01.polypeptide.OG0003924
OG0002806	Pc16g08300	53503-Pc.00g023320.m01.polypeptide.OG0003925
OG0002807	Pc16g08290	53503-Pc.00g023310.m01.polypeptide.OG0003926
OG0002808	Pc16g08280	53503-Pc.00g023300.m01.polypeptide.OG0003927
OG0002809	Pc16g08260	53503-Pc.00g023280.m01.polypeptide.OG0003928
OG0002810	Pc16g08350	53503-Pc.00g023370.m01.polypeptide.OG0003929
OG0002811	Pc16g08360	53503-Pc.00g023380.m01.polypeptide.OG0003930
OG0002812	Pc16g08410	53503-Pc.00g023410.m01.polypeptide.OG0003931
OG0002813	Pc16g08440	53503-Pc.00g023430.m01.polypeptide.OG0003932
OG0002814	Pc16g09140	53503-Pc.00g050500.m01.polypeptide.OG0003933
OG0002815	Pc16g09040	53503-Pc.00g050440.m01.polypeptide.OG0003935
OG0002816	Pc16g09030	53503-Pc.00g050430.m01.polypeptide.OG0003936
OG0002817	Pc16g09000	53503-Pc.00g050400.m01.polypeptide.OG0003937
OG0002818	Pc16g08980	53503-Pc.00g050390.m01.polypeptide.OG0003938
OG0002819	Pc16g02460	53503-Pc.00g052860.m01.polypeptide.OG0003941
OG0002820	Pc20g01260	53503-Pc.00g005810.m01.polypeptide.OG0003945
OG0002821	Pc20g01250	53503-Pc.00g005800.m01.polypeptide.OG0003946
OG0002822	Pc20g01160	53503-Pc.00g005750.m01.polypeptide.OG0003949
OG0002823	Pc20g01150	53503-Pc.00g005740.m01.polypeptide.OG0003950
OG0002824	Pc20g01140	53503-Pc.00g005730.m01.polypeptide.OG0003951
OG0002825	Pc20g01090	53503-Pc.00g087790.m01.polypeptide.OG0003954
OG0002826	Pc20g01080	53503-Pc.00g087780.m01.polypeptide.OG0003955
OG0002827	Pc20g01070	53503-Pc.00g087770.m01.polypeptide.OG0003956
OG0002828	Pc20g01050	53503-Pc.00g077530.m01.polypeptide.OG0003957
OG0002829	Pc20g01040	53503-Pc.00g077540.m01.polypeptide.OG0003958
OG0002830	Pc20g01020	53503-Pc.00g077560.m01.polypeptide.OG0003960
OG0002831	Pc20g01010	53503-Pc.00g077570.m01.polypeptide.OG0003961
OG0002832	Pc20g00960	53503-Pc.00g077610.m01.polypeptide.OG0003964
OG0002833	Pc20g00930	53503-Pc.00g077640.m01.polypeptide.OG0003965
OG0002834	Pc20g00910	53503-Pc.00g042560.m01.polypeptide.OG0003966
OG0002835	Pc20g00870	53503-Pc.00g042540.m01.polypeptide.OG0003967
OG0002836	Pc20g00840	53503-Pc.00g042520.m01.polypeptide.OG0003969
OG0002837	Pc20g00810	53503-Pc.00g042500.m01.polypeptide.OG0003970
OG0002838	Pc20g00800	53503-Pc.00g042490.m01.polypeptide.OG0003971
OG0002839	Pc20g00790	53503-Pc.00g042480.m01.polypeptide.OG0003972
OG0002840	Pc20g00770	53503-Pc.00g042460.m01.polypeptide.OG0003973
OG0002841	Pc20g00760	53503-Pc.00g042450.m01.polypeptide.OG0003974
OG0002842	Pc20g00750	53503-Pc.00g042440.m01.polypeptide.OG0003975
OG0002843	Pc20g00720	53503-Pc.00g042410.m01.polypeptide.OG0003976
OG0002844	Pc20g00710	53503-Pc.00g042400.m01.polypeptide.OG0003977
OG0002845	Pc20g00700	53503-Pc.00g042390.m01.polypeptide.OG0003978
OG0002846	Pc20g00690	53503-Pc.00g042380.m01.polypeptide.OG0003979
OG0002847	Pc20g00680	53503-Pc.00g042370.m01.polypeptide.OG0003980
OG0002848	Pc20g00670	53503-Pc.00g042360.m01.polypeptide.OG0003981
OG0002849	Pc20g00660	53503-Pc.00g042350.m01.polypeptide.OG0003982
OG0002850	Pc20g00650	53503-Pc.00g042340.m01.polypeptide.OG0003983
OG0002851	Pc20g00640	53503-Pc.00g042330.m01.polypeptide.OG0003984
OG0002852	Pc20g00570	53503-Pc.00g042300.m01.polypeptide.OG0003985
OG0002853	Pc20g00550	53503-Pc.00g083200.m01.polypeptide.OG0003986
OG0002854	Pc20g15210	53503-Pc.00g069250.m01.polypeptide.OG0003988
OG0002855	Pc20g15220	53503-Pc.00g069240.m01.polypeptide.OG0003989
OG0002856	Pc20g15230	53503-Pc.00g069230.m01.polypeptide.OG0003990
OG0002857	Pc20g15270	53503-Pc.00g069200.m01.polypeptide.OG0003991
OG0002858	Pc20g15290	53503-Pc.00g069180.m01.polypeptide.OG0003992
OG0002859	Pc20g15300	53503-Pc.00g069170.m01.polypeptide.OG0003993
OG0002860	Pc20g15310	53503-Pc.00g092270.m01.polypeptide.OG0003994
OG0002861	Pc20g15360	53503-Pc.00g092280.m01.polypeptide.OG0003995
OG0002862	Pc20g15470	53503-Pc.00g052040.m01.polypeptide.OG0003997
OG0002863	Pc20g15450	53503-Pc.00g052020.m01.polypeptide.OG0003998
OG0002864	Pc20g15420	53503-Pc.00g052010.m01.polypeptide.OG0003999
OG0002865	Pc22g18930	53503-Pc.00g040270.m01.polypeptide.OG0004000
OG0002866	Pc22g18920	53503-Pc.00g040280.m01.polypeptide.OG0004001
OG0002867	Pc22g18910	53503-Pc.00g040290.m01.polypeptide.OG0004002
OG0002868	Pc22g18900	53503-Pc.00g040300.m01.polypeptide.OG0004003
OG0002869	Pc22g18890	53503-Pc.00g040310.m01.polypeptide.OG0004004
OG0002870	Pc22g18880	53503-Pc.00g040320.m01.polypeptide.OG0004005
OG0002871	Pc22g18870	53503-Pc.00g040330.m01.polypeptide.OG0004006
OG0002872	Pc22g18850	53503-Pc.00g040340.m01.polypeptide.OG0004007
OG0002873	Pc22g18830	53503-Pc.00g040350.m01.polypeptide.OG0004008
OG0002874	Pc22g18820	53503-Pc.00g040360.m01.polypeptide.OG0004009
OG0002875	Pc22g18760	53503-Pc.00g040400.m01.polypeptide.OG0004011
OG0002876	Pc22g18750	53503-Pc.00g040410.m01.polypeptide.OG0004012
OG0002877	Pc22g18650	53503-Pc.00g040450.m01.polypeptide.OG0004015
OG0002878	Pc21g10750	53503-Pc.00g062520.m01.polypeptide.OG0004017
OG0002879	Pc14g00390	53503-Pc.00g093500.m01.polypeptide.OG0004020
OG0002880	Pc22g23120	53503-Pc.00g008280.m01.polypeptide.OG0004024
OG0002881	Pc22g22530	53503-Pc.00g049910.m01.polypeptide.OG0004025
OG0002882	Pc22g22540	53503-Pc.00g049900.m01.polypeptide.OG0004026
OG0002883	Pc22g22550	53503-Pc.00g049890.m01.polypeptide.OG0004027
OG0002884	Pc12g08120	53503-Pc.00g019780.m01.polypeptide.OG0004029
OG0002885	Pc12g08110	53503-Pc.00g019790.m01.polypeptide.OG0004030
OG0002886	Pc12g08100	53503-Pc.00g019800.m01.polypeptide.OG0004031
OG0002887	Pc12g08030	53503-Pc.00g019870.m01.polypeptide.OG0004032
OG0002888	Pc12g08020	53503-Pc.00g019880.m01.polypeptide.OG0004034
OG0002889	Pc12g07960	53503-Pc.00g019910.m01.polypeptide.OG0004035
OG0002890	Pc12g07850	53503-Pc.00g088980.m01.polypeptide.OG0004037
OG0002891	Pc12g07830	53503-Pc.00g089000.m01.polypeptide.OG0004038
OG0002892	Pc21g08660	53503-Pc.00g047250.m01.polypeptide.OG0004040
OG0002893	Pc21g08630	53503-Pc.00g047270.m01.polypeptide.OG0004041
OG0002894	Pc21g08620	53503-Pc.00g047280.m01.polypeptide.OG0004042
OG0002895	Pc21g08610	53503-Pc.00g047290.m01.polypeptide.OG0004043
OG0002896	Pc21g08570	53503-Pc.00g047320.m01.polypeptide.OG0004044
OG0002897	Pc21g08420	53503-Pc.00g080020.m01.polypeptide.OG0004045
OG0002898	Pc21g08410	53503-Pc.00g080010.m01.polypeptide.OG0004046
OG0002899	Pc21g08330	53503-Pc.00g079930.m01.polypeptide.OG0004049
OG0002900	Pc21g08320	53503-Pc.00g079920.m01.polypeptide.OG0004050
OG0002901	Pc21g08270	53503-Pc.00g087460.m01.polypeptide.OG0004051
OG0002902	Pc21g08260	53503-Pc.00g087470.m01.polypeptide.OG0004052
OG0002903	Pc21g08250	53503-Pc.00g087480.m01.polypeptide.OG0004053
OG0002904	Pc21g08240	53503-Pc.00g087490.m01.polypeptide.OG0004054
OG0002905	Pc21g08220	53503-Pc.00g087510.m01.polypeptide.OG0004055
OG0002906	Pc21g08180	53503-Pc.00g087530.m01.polypeptide.OG0004057
OG0002907	Pc21g08160	53503-Pc.00g074700.m01.polypeptide.OG0004058
OG0002908	Pc21g08100	53503-Pc.00g074760.m01.polypeptide.OG0004061
OG0002909	Pc21g08090	53503-Pc.00g074770.m01.polypeptide.OG0004062
OG0002910	Pc21g08070	53503-Pc.00g074790.m01.polypeptide.OG0004063
OG0002911	Pc21g08060	53503-Pc.00g074800.m01.polypeptide.OG0004064
OG0002912	Pc21g08050	53503-Pc.00g074810.m01.polypeptide.OG0004065
OG0002913	Pc21g07990	53503-Pc.00g096700.m01.polypeptide.OG0004066
OG0002914	Pc21g07940	53503-Pc.00g027020.m01.polypeptide.OG0004068
OG0002915	Pc21g07870	53503-Pc.00g026970.m01.polypeptide.OG0004070
OG0002916	Pc21g10430	53503-Pc.00g048840.m01.polypeptide.OG0004071
OG0002917	Pc12g00030	53503-Pc.00g001770.m01.polypeptide.OG0004074
OG0002918	Pc12g00100	53503-Pc.00g001830.m01.polypeptide.OG0004077
OG0002919	Pc16g02380	53503-Pc.00g086440.m01.polypeptide.OG0004080
OG0002920	Pc16g02370	53503-Pc.00g086450.m01.polypeptide.OG0004081
OG0002921	Pc16g02340	53503-Pc.00g086470.m01.polypeptide.OG0004083
OG0002922	Pc16g02320	53503-Pc.00g074440.m01.polypeptide.OG0004085
OG0002923	Pc16g02300	53503-Pc.00g074460.m01.polypeptide.OG0004087
OG0002924	Pc16g02290	53503-Pc.00g074470.m01.polypeptide.OG0004088
OG0002925	Pc16g02280	53503-Pc.00g074480.m01.polypeptide.OG0004089
OG0002926	Pc16g02270	53503-Pc.00g074490.m01.polypeptide.OG0004090
OG0002927	Pc16g02630	53503-Pc.00g052710.m01.polypeptide.OG0004091
OG0002928	Pc16g02620	53503-Pc.00g052720.m01.polypeptide.OG0004092
OG0002929	Pc16g02610	53503-Pc.00g052730.m01.polypeptide.OG0004093
OG0002930	Pc16g02600	53503-Pc.00g052740.m01.polypeptide.OG0004094
OG0002931	Pc16g02590	53503-Pc.00g052760.m01.polypeptide.OG0004096
OG0002932	Pc16g02560	53503-Pc.00g052790.m01.polypeptide.OG0004097
OG0002933	Pc16g02550	53503-Pc.00g052800.m01.polypeptide.OG0004098
OG0002934	Pc16g02540	53503-Pc.00g052810.m01.polypeptide.OG0004099
OG0002935	Pc16g02530	53503-Pc.00g052820.m01.polypeptide.OG0004100
OG0002936	Pc16g02480	53503-Pc.00g052840.m01.polypeptide.OG0004101
OG0002937	Pc16g02470	53503-Pc.00g052850.m01.polypeptide.OG0004102
OG0002938	Pc16g02400	53503-Pc.00g086420.m01.polypeptide.OG0004103
OG0002939	Pc16g02410	53503-Pc.00g086410.m01.polypeptide.OG0004104
OG0002940	Pc22g09820	53503-Pc.00g037090.m01.polypeptide.OG0004105
OG0002941	Pc22g09830	53503-Pc.00g037100.m01.polypeptide.OG0004106
OG0002942	Pc22g09880	53503-Pc.00g037140.m01.polypeptide.OG0004107
OG0002943	Pc22g09890	53503-Pc.00g037150.m01.polypeptide.OG0004108
OG0002944	Pc22g09900	53503-Pc.00g037160.m01.polypeptide.OG0004109
OG0002945	Pc22g09910	53503-Pc.00g090070.m01.polypeptide.OG0004110
OG0002946	Pc22g09920	53503-Pc.00g090080.m01.polypeptide.OG0004111
OG0002947	Pc22g09930	53503-Pc.00g090090.m01.polypeptide.OG0004112
OG0002948	Pc22g05150	53503-Pc.00g026500.m01.polypeptide.OG0004114
OG0002949	Pc22g05140	53503-Pc.00g026490.m01.polypeptide.OG0004115
OG0002950	Pc22g05130	53503-Pc.00g026480.m01.polypeptide.OG0004116
OG0002951	Pc22g05110	53503-Pc.00g026460.m01.polypeptide.OG0004117
OG0002952	Pc22g05070	53503-Pc.00g026440.m01.polypeptide.OG0004118
OG0002953	Pc22g05050	53503-Pc.00g026420.m01.polypeptide.OG0004119
OG0002954	Pc22g05040	53503-Pc.00g026410.m01.polypeptide.OG0004120
OG0002955	Pc22g04990	53503-Pc.00g026380.m01.polypeptide.OG0004121
OG0002956	Pc22g04980	53503-Pc.00g026370.m01.polypeptide.OG0004122
OG0002957	Pc22g04970	53503-Pc.00g026360.m01.polypeptide.OG0004123
OG0002958	Pc22g04960	53503-Pc.00g026350.m01.polypeptide.OG0004124
OG0002959	Pc22g04920	53503-Pc.00g026310.m01.polypeptide.OG0004125
OG0002960	Pc22g04890	53503-Pc.00g026280.m01.polypeptide.OG0004126
OG0002961	Pc22g04880	53503-Pc.00g026270.m01.polypeptide.OG0004127
OG0002962	Pc22g04870	53503-Pc.00g026260.m01.polypeptide.OG0004128
OG0002963	Pc22g04860	53503-Pc.00g026250.m01.polypeptide.OG0004129
OG0002964	Pc22g04850	53503-Pc.00g026240.m01.polypeptide.OG0004130
OG0002965	Pc16g01960	53503-Pc.00g092060.m01.polypeptide.OG0004131
OG0002966	Pc16g01970	53503-Pc.00g098780.m01.polypeptide.OG0004132
OG0002967	Pc16g01980	53503-Pc.00g098770.m01.polypeptide.OG0004133
OG0002968	Pc15g00180	53503-Pc.00g063390.m01.polypeptide.OG0004134
OG0002969	Pc22g22490	53503-Pc.00g049950.m01.polypeptide.OG0004135
OG0002970	Pc22g22480	53503-Pc.00g049960.m01.polypeptide.OG0004136
OG0002971	Pc22g22460	53503-Pc.00g049980.m01.polypeptide.OG0004137
OG0002972	Pc22g22450	53503-Pc.00g049990.m01.polypeptide.OG0004138
OG0002973	Pc22g22440	53503-Pc.00g050000.m01.polypeptide.OG0004139
OG0002974	Pc22g23140	53503-Pc.00g008270.m01.polypeptide.OG0004142
OG0002975	Pc22g23070	53503-Pc.00g008330.m01.polypeptide.OG0004143
OG0002976	Pc22g23060	53503-Pc.00g008340.m01.polypeptide.OG0004144
OG0002977	Pc22g23310	53503-Pc.00g008160.m01.polypeptide.OG0004145
OG0002978	Pc22g23000	53503-Pc.00g008390.m01.polypeptide.OG0004147
OG0002979	Pc20g14010	53503-Pc.00g000020.m01.polypeptide.OG0004148
OG0002980	Pc12g08210	53503-Pc.00g019710.m01.polypeptide.OG0004149
OG0002981	Pc12g08170	53503-Pc.00g019740.m01.polypeptide.OG0004151
OG0002982	Pc12g08160	53503-Pc.00g019750.m01.polypeptide.OG0004152
OG0002983	Pc12g08140	53503-Pc.00g019760.m01.polypeptide.OG0004153
OG0002984	Pc22g21280	53503-Pc.00g069880.m01.polypeptide.OG0004155
OG0002985	Pc12g04590	53503-Pc.00g072390.m01.polypeptide.OG0004157
OG0002986	Pc12g04570	53503-Pc.00g072400.m01.polypeptide.OG0004158
OG0002987	Pc12g04560	53503-Pc.00g072410.m01.polypeptide.OG0004159
OG0002988	Pc12g04550	53503-Pc.00g072420.m01.polypeptide.OG0004160
OG0002989	Pc12g04530	53503-Pc.00g088850.m01.polypeptide.OG0004161
OG0002990	Pc12g04510	53503-Pc.00g088830.m01.polypeptide.OG0004163
OG0002991	Pc12g04500	53503-Pc.00g088820.m01.polypeptide.OG0004164
OG0002992	Pc12g04470	53503-Pc.00g088790.m01.polypeptide.OG0004165
OG0002993	Pc12g04460	53503-Pc.00g088780.m01.polypeptide.OG0004166
OG0002994	Pc12g04440	53503-Pc.00g083080.m01.polypeptide.OG0004167
OG0002995	Pc12g04420	53503-Pc.00g083050.m01.polypeptide.OG0004169
OG0002996	Pc12g04390	53503-Pc.00g083020.m01.polypeptide.OG0004170
OG0002997	Pc12g04380	53503-Pc.00g083010.m01.polypeptide.OG0004171
OG0002998	Pc12g04370	53503-Pc.00g083000.m01.polypeptide.OG0004172
OG0002999	Pc12g04350	53503-Pc.00g084040.m01.polypeptide.OG0004173
OG0003000	Pc12g04360	53503-Pc.00g084050.m01.polypeptide.OG0004174
OG0003001	Pc12g04340	53503-Pc.00g084030.m01.polypeptide.OG0004175
OG0003002	Pc12g04310	53503-Pc.00g084020.m01.polypeptide.OG0004176
OG0003003	Pc12g04280	53503-Pc.00g084000.m01.polypeptide.OG0004177
OG0003004	Pc12g04180	53503-Pc.00g068330.m01.polypeptide.OG0004178
OG0003005	Pc13g15240	53503-Pc.00g060040.m01.polypeptide.OG0004181
OG0003006	Pc13g15190	53503-Pc.00g060000.m01.polypeptide.OG0004183
OG0003007	Pc13g15180	53503-Pc.00g059990.m01.polypeptide.OG0004184
OG0003008	Pc13g15140	53503-Pc.00g059970.m01.polypeptide.OG0004186
OG0003009	Pc13g15130	53503-Pc.00g059960.m01.polypeptide.OG0004187
OG0003010	Pc13g15040	53503-Pc.00g059910.m01.polypeptide.OG0004188
OG0003011	Pc13g15010	53503-Pc.00g050950.m01.polypeptide.OG0004189
OG0003012	Pc13g14990	53503-Pc.00g050940.m01.polypeptide.OG0004190
OG0003013	Pc13g14490	53503-Pc.00g039320.m01.polypeptide.OG0004191
OG0003014	Pc13g14500	53503-Pc.00g039310.m01.polypeptide.OG0004192
OG0003015	Pc13g14530	53503-Pc.00g039280.m01.polypeptide.OG0004193
OG0003016	Pc13g14540	53503-Pc.00g039270.m01.polypeptide.OG0004194
OG0003017	Pc13g14670	53503-Pc.00g039150.m01.polypeptide.OG0004196
OG0003018	Pc13g14450	53503-Pc.00g039360.m01.polypeptide.OG0004198
OG0003019	Pc13g14460	53503-Pc.00g039350.m01.polypeptide.OG0004199
OG0003020	Pc13g14470	53503-Pc.00g039340.m01.polypeptide.OG0004200
OG0003021	Pc13g14480	53503-Pc.00g039330.m01.polypeptide.OG0004201
OG0003022	Pc13g14740	53503-Pc.00g050740.m01.polypeptide.OG0004202
OG0003023	Pc13g14730	53503-Pc.00g050730.m01.polypeptide.OG0004203
OG0003024	Pc13g14250	53503-Pc.00g013980.m01.polypeptide.OG0004204
OG0003025	Pc13g14240	53503-Pc.00g013960.m01.polypeptide.OG0004205
OG0003026	Pc13g14200	53503-Pc.00g013920.m01.polypeptide.OG0004207
OG0003027	Pc13g14190	53503-Pc.00g013910.m01.polypeptide.OG0004208
OG0003028	Pc13g14160	53503-Pc.00g013880.m01.polypeptide.OG0004210
OG0003029	Pc20g04020	53503-Pc.00g033250.m01.polypeptide.OG0004211
OG0003030	Pc16g03380	53503-Pc.00g058890.m01.polypeptide.OG0004212
OG0003031	Pc16g03410	53503-Pc.00g058910.m01.polypeptide.OG0004213
OG0003032	Pc16g06640	53503-Pc.00g046600.m01.polypeptide.OG0004214
OG0003033	Pc16g06620	53503-Pc.00g046620.m01.polypeptide.OG0004215
OG0003034	Pc16g06610	53503-Pc.00g046630.m01.polypeptide.OG0004217
OG0003035	Pc16g06600	53503-Pc.00g046640.m01.polypeptide.OG0004218
OG0003036	Pc16g06590	53503-Pc.00g046650.m01.polypeptide.OG0004219
OG0003037	Pc16g06580	53503-Pc.00g046660.m01.polypeptide.OG0004220
OG0003038	Pc16g06530	53503-Pc.00g098320.m01.polypeptide.OG0004221
OG0003039	Pc16g06520	53503-Pc.00g098330.m01.polypeptide.OG0004222
OG0003040	Pc16g06500	53503-Pc.00g098350.m01.polypeptide.OG0004223
OG0003041	Pc21g06020	53503-Pc.00g006840.m01.polypeptide.OG0004224
OG0003042	Pc21g21800	53503-Pc.00g079710.m01.polypeptide.OG0004225
OG0003043	Pc21g21810	53503-Pc.00g079700.m01.polypeptide.OG0004226
OG0003044	Pc21g21820	53503-Pc.00g079690.m01.polypeptide.OG0004227
OG0003045	Pc21g21930	53503-Pc.00g097860.m01.polypeptide.OG0004229
OG0003046	Pc21g21990	53503-Pc.00g087390.m01.polypeptide.OG0004231
OG0003047	Pc21g22000	53503-Pc.00g087380.m01.polypeptide.OG0004233
OG0003048	Pc21g22020	53503-Pc.00g075810.m01.polypeptide.OG0004234
OG0003049	Pc06g00120	53503-Pc.00g051610.m01.polypeptide.OG0004236
OG0003050	Pc06g00100	53503-Pc.00g051630.m01.polypeptide.OG0004237
OG0003051	Pc06g00080	53503-Pc.00g051650.m01.polypeptide.OG0004238
OG0003052	Pc13g03740	53503-Pc.00g070010.m01.polypeptide.OG0004240
OG0003053	Pc13g03730	53503-Pc.00g070020.m01.polypeptide.OG0004241
OG0003054	Pc13g03710	53503-Pc.00g070030.m01.polypeptide.OG0004242
OG0003055	Pc13g03690	53503-Pc.00g070050.m01.polypeptide.OG0004244
OG0003056	Pc13g03680	53503-Pc.00g070060.m01.polypeptide.OG0004245
